-74.99041748,38.42242432
-74.99328613,38.40661621
-74.99957275,38.38305664
-74.99957275,38.37512207
-74.99957275,38.37158203
-75.01904297,38.32147217
-75.02081299,38.30981445
-75.02410889,38.30340576
-75.03125,38.2947998
-75.04138184,38.28710938
-75.05786133,38.25018311
-75.07141113,38.22595215
-75.08776855,38.18945313
-75.10144043,38.15490723
-75.11218262,38.12518311
-75.12463379,38.09399414
-75.13519287,38.07458496
-75.15686035,38.04071045
-75.16644287,38.0279541
-75.17700195,38.01342773
-75.18798828,38.00024414
-75.23803711,37.93536377
-75.24176025,37.93157959
-75.24957275,37.91864014
-75.25299072,37.91381836
-75.25683594,37.90783691
-75.25915527,37.90435791
-75.26300049,37.89709473
-75.26586914,37.89111328
-75.27038574,37.88275146
-75.27490234,37.87506104
-75.27874756,37.86981201
-75.28161621,37.86584473
-75.28503418,37.8616333
-75.28808594,37.85766602
-75.29125977,37.8526001
-75.29602051,37.8458252
-75.30316162,37.83831787
-75.31219482,37.83062744
-75.32098389,37.82489014
-75.32781982,37.82073975
-75.33795166,37.81524658
-75.3494873,37.81213379
-75.36004639,37.81018066
-75.36676025,37.80993652
-75.37457275,37.81036377
-75.38018799,37.81036377
-75.38696289,37.81170654
-75.39367676,37.81365967
-75.39929199,37.81591797
-75.4050293,37.81854248
-75.40930176,37.82092285
-75.41699219,37.82116699
-75.44482422,37.78948975
-75.46087646,37.77142334
-75.46166992,37.76837158
-75.46331787,37.76397705
-75.46466064,37.75976563
-75.46728516,37.75628662
-75.46905518,37.75299072
-75.47003174,37.75012207
-75.47003174,37.74902344
-75.47027588,37.74835205
-75.47045898,37.74768066
-75.47088623,37.74658203
-75.47137451,37.7454834
-75.47192383,37.74462891
-75.47210693,37.74371338
-75.47247314,37.74304199
-75.47277832,37.74243164
-75.47302246,37.74176025
-75.47332764,37.74108887
-75.47375488,37.74041748
-75.47412109,37.73956299
-75.47509766,37.73822021
-75.47564697,37.73736572
-75.47595215,37.73669434
-75.47631836,37.73602295
-75.47705078,37.73535156
-75.47753906,37.73468018
-75.47784424,37.73406982
-75.47827148,37.7331543
-75.47906494,37.73248291
-75.48016357,37.73138428
-75.48101807,37.73052979
-75.48156738,37.72967529
-75.48236084,37.72900391
-75.48303223,37.72833252
-75.48376465,37.72766113
-75.48455811,37.72698975
-75.48522949,37.72631836
-75.48620605,37.72570801
-75.48718262,37.72479248
-75.487854,37.72351074
-75.48815918,37.72259521
-75.48852539,37.72149658
-75.48895264,37.72064209
-75.48937988,37.71929932
-75.48980713,37.71844482
-75.49035645,37.7175293
